time_s,pyr1_raw_C,pyr2_raw_C,tc_ref_C,pyr1_cal_C,pyr2_cal_C,fused_C,true_C
0.0,2084.0296616330097,2162.4349965378747,1992.2380676908995,1232.3810859451708,1225.4454505708538,1228.9308128167809,1995.33
0.0020007278020378457,2057.0542072921958,2153.0840230082026,1992.8721554927165,1315.5199405549224,1308.4776788514932,1312.0166239866371,1976.745
0.0040014556040756915,2044.364913824396,2090.356893225311,1989.1042724663785,1384.8807591480156,1378.0444113335884,1381.4798786392464,1955.505
0.006002183406113537,2032.7482821050212,2107.12380360742,1985.710297497403,1435.9430102826302,1429.6533009818409,1432.8140662400617,1934.265
0.008002911208151383,1992.3064925111325,2065.808337538774,1978.9114004502894,1468.4547528624769,1463.0121355301114,1465.7472119788388,1915.68
0.01000363901018923,1972.9510987041099,2050.529145165519,1972.0786377997515,1485.18259024171,1480.7955090431708,1483.0001473140676,1897.0951
0.012004366812227074,1978.1204756610887,2050.148162003657,1964.1335311049502,1489.9247369610407,1486.6889291027237,1488.3150184133317,1881.1649
0.01400509461426492,1954.5538212420224,2029.27473297623,1959.905770799683,1485.8832035867094,1483.7887545224796,1484.8412772259533,1867.89
0.016005822416302766,1923.1204577594056,2029.5467118546771,1949.6091411079087,1475.006259625492,1473.9582686721055,1474.4849151732367,1851.9601
0.018006550218340613,1924.2043240386565,1981.6086340751078,1940.3864289580329,1458.3189427741713,1458.1580848419242,1458.2389207183442,1841.34
0.02000727802037846,1903.8371810456254,1988.9728813901522,1933.3091178691768,1436.86164018079,1437.3825110707837,1437.1207580176012,1833.3749
0.022008005822416302,1461.3947634649694,1545.276689873486,1887.8217705613654,1412.6696032486452,1413.6456949802632,1413.1551799681072,1408.5751
0.02400873362445415,905.8079662041049,947.8143459248478,1809.5152998291703,1389.2090500882985,1390.430957211173,1389.816912682554,866.95496
0.026009461426491996,675.3281736852002,735.6998066821902,1717.641610388021,1370.866651941616,1372.1855979681725,1371.5227885156457,670.485
0.02801018922852984,1833.3975436270312,1952.776525332983,1722.6987435479252,1361.5661596974694,1362.9178085910867,1362.2385649790292,1780.275
0.030010917030567685,1648.2624373444207,1718.010275752158,1713.166376157534,1363.1427040469134,1364.5309985686138,1363.8333394428068,1589.1151
0.03201164483260553,962.6429015559869,1005.1992174542709,1653.3236460889746,1374.3344375919,1375.778502883838,1375.0528172937604,935.985
0.03401237263464338,558.2737145731745,588.5795050726036,1561.2736236158364,1390.9767112629104,1392.452226934497,1391.7107365969187,532.42505
0.036013100436681225,1851.495678867183,1938.8397838624717,1578.436920170138,1407.2293113147912,1408.642256251578,1407.932209561914,1788.2401
0.03801382823871907,1850.9742305839766,1967.506233591455,1593.648441016361,1417.151810524464,1418.36168005797,1417.753684774626,1793.5499
0.04001455604075692,1891.0399336645587,1959.7397541438172,1607.4597943850492,1415.9638828877578,1416.8405277442175,1416.3999877329727,1798.86
0.04201528384279476,1879.0382429879116,1950.5231071521212,1628.063890011112,1400.780703102505,1401.2600066501325,1401.0191424179345,1806.8251
0.044016011644832605,1896.3832144328176,1982.2582012281086,1640.6722033091569,1370.9897966237882,1371.0983962113824,1371.0438217013202,1820.1
0.04601673944687045,1900.5966252810636,1982.9894147236023,1653.9628227474777,1328.4092943564742,1328.2511949680122,1328.3306445944577,1841.34
0.0480174672489083,1247.5386963681979,1324.5559556925723,1621.9493420091799,1277.1006730904871,1276.8195418677526,1276.9608186357757,1204.14
0.050018195050946145,987.1881877757371,1002.7968691393157,1569.0463483703468,1222.6132960589296,1222.3534000871218,1222.4840055124535,946.60486
0.05201892285298399,618.1134310748387,681.0279708588449,1493.1118029118643,1170.7074796311483,1170.5913897031721,1170.6497283311799,606.765
0.05401965065502184,586.6620017084293,612.9387554610795,1419.133839130573,1125.9806703461963,1126.1086006969542,1126.0443119057225,558.975
0.05602037845705968,547.2950823030056,575.3912296468988,1347.995858920535,1090.999065407782,1091.4613116908397,1091.2290192394148,532.42505
0.058021106259097524,575.8881637720119,618.0462028642978,1284.8556255882106,1066.256324493614,1067.1402970086822,1066.6960746319025,556.31995
0.06002183406113537,522.396402977466,561.6423721491664,1218.1526973638486,1050.8688112513719,1052.2450017146398,1051.5534252367815,508.53
0.06202256186317322,488.2470220519979,510.1063513848764,1158.8997339473092,1043.5953535716797,1045.479471678844,1044.5326465124149,447.46494
0.06402328966521106,485.21346054923856,530.1271406366341,1104.9066838023857,1043.736250316374,1046.0443155995179,1044.8844444175936,466.05002
0.06602401746724891,406.32056089354484,443.5279216113022,1047.7263949289202,1051.6178949217424,1054.143996151341,1052.8745554469413,402.32993
0.06802474526928676,887.8890936327383,899.9608353551135,1030.9574504114491,1068.5178837240924,1070.9610360028407,1069.7332796036314,843.05994
0.0700254730713246,708.523277079254,744.5124595135857,1004.3729094778947,1096.010046131947,1098.0514620485371,1097.0255900728755,694.38
0.07202620087336245,581.8948519095883,603.1056999525143,968.9680547825678,1134.8799432691349,1136.2814983408791,1135.5771753958272,556.31995
0.0740269286754003,533.7517197439114,600.8210875334606,933.6514369167612,1184.0070560674008,1184.6834450095023,1184.3435395278657,535.07996
0.07602765647743814,414.1352232237657,440.5644116897647,890.4442413189475,1239.7925780954643,1239.8218354465998,1239.8071327608964,412.94992
0.07802838427947599,1922.8210750648045,1995.6111881012123,964.8798074261641,1296.5812381182218,1296.1536828702497,1296.3685420488116,1843.995
0.08002911208151384,1915.4950218115075,2021.1960325189307,1036.8721722881369,1348.0506255834332,1347.389314502238,1347.7216429120829,1830.7201
0.08202983988355167,1889.333885194592,1965.885059132355,1099.3835650064286,1388.957716890724,1388.2558679862589,1388.6085678532424,1812.1349
0.08403056768558952,1885.8896864316537,1956.3499948480176,1156.3910617165695,1416.4497913691637,1415.8513404247449,1416.1520797536089,1812.1349
0.08603129548762736,1883.664221473241,1981.7675339195737,1210.6707034921178,1430.458465696411,1430.0779659412044,1430.2691783406178,1812.1349
0.08803202328966521,1872.3003386546534,1969.6725490696188,1259.5080784171778,1433.2596207533775,1433.2109829134017,1433.2354248689005,1814.7899
0.09003275109170306,1651.901786491451,1706.4563552567492,1284.0130650830079,1428.6180228168278,1429.018947654559,1428.8174710460773,1594.4249
0.0920334788937409,1508.46244705317,1597.4592970216236,1297.5864988029339,1420.883926899103,1421.8235056087196,1421.3513394718289,1453.7101
0.09403420669577875,1421.601970620877,1455.7632375285411,1303.3296631001197,1414.1717628818906,1415.6612003848447,1414.9127139145658,1352.82
0.0960349344978166,1858.219977092009,1934.0493368656153,1341.283832141061,1411.6295159817205,1413.574592383216,1412.5971338679774,1780.275
0.09803566229985444,1564.7260864950222,1652.473025652405,1354.1303691322355,1414.8791558140256,1417.1018473189793,1415.9848789898201,1522.7401
0.10003639010189229,1335.383026187425,1392.6872172415099,1350.2106825683738,1423.813136670697,1426.113746537447,1424.9576219231299,1278.4801
0.10203711790393014,1343.4634852912543,1366.412256379801,1344.2412964208847,1436.8859490941636,1439.1043967487892,1437.9895610801452,1294.41
0.10403784570596798,1890.214948691641,1973.399918415741,1382.5415005329055,1451.8186528648723,1453.8527536019571,1452.8305577207118,1822.755
0.10603857350800583,1919.5034455442153,2354.777974374944,1419.9180044177835,1466.4180811571478,1468.1883212804396,1467.298723174577,1836.0299
0.10803930131004368,1935.5958712230763,2028.1753870103764,1452.6563833950363,1479.1429730849911,1480.5359337469874,1479.835929747446,1846.65
0.11004002911208152,1950.9896924840818,2004.8603343497132,1486.1937608031162,1489.1986845551046,1490.0397543438712,1489.6170918580647,1862.58
0.11204075691411935,1943.5694043697658,2053.6984430768393,1517.7875593410934,1496.2084741597155,1496.2950527258176,1496.2515444314347,1875.8551
0.1140414847161572,1972.0501936772855,2046.4926590624655,1549.219037610761,1499.6567480147824,1498.841001124374,1499.250938103557,1897.0951
0.11604221251819505,1993.5612207471552,2067.8806833213175,1578.1037868224078,1498.413432162598,1496.6876438041356,1497.5549035812742,1910.37
0.1180429403202329,2020.6481919160933,2089.015063179684,1605.3293906468202,1490.5883796530977,1488.1209925556839,1489.3609276692366,1928.955
0.12004366812227074,2025.312287075544,2119.839846414435,1627.2097357920654,1473.9241556603547,1471.0206468579925,1472.4797460485217,1950.195
